,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0
0,"10.801748, 106.663951",2020-01-01,34.5,22.0,28.6,33.9,22.0,29.4,18.6,57.5,0.0,0,0.0,,0,0,25.6,18.4,52.0,1013.9,31.6,9.5,235.7,20.2,9,,2020-01-01 06:11:28,2020-01-01 17:41:38,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
1,"10.801748, 106.663951",2020-01-02,35.1,23.0,28.8,36.4,23.0,30.3,20.0,61.2,0.0,0,0.0,,0,0,29.9,15.9,77.8,1014.2,44.5,9.5,228.7,19.8,8,,2020-01-02 06:11:53,2020-01-02 17:42:11,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
2,"10.801748, 106.663951",2020-01-03,34.0,23.5,28.5,34.8,23.5,29.4,20.2,63.5,0.0,0,0.0,,0,0,22.3,12.9,46.9,1013.1,39.4,10.0,203.5,17.7,8,,2020-01-03 06:12:16,2020-01-03 17:42:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
3,"10.801748, 106.663951",2020-01-04,33.0,23.5,27.7,33.7,23.5,28.5,20.7,68.2,0.0,0,0.0,,0,0,15.5,13.0,64.9,1011.4,37.1,9.7,160.2,14.0,6,,2020-01-04 06:12:38,2020-01-04 17:43:16,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
4,"10.801748, 106.663951",2020-01-05,32.5,22.5,27.2,33.0,22.5,28.1,20.1,67.1,0.0,0,0.0,,0,0,18.7,12.0,175.2,1011.5,29.3,9.7,193.6,16.7,7,,2020-01-05 06:13:00,2020-01-05 17:43:49,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
5,"10.801748, 106.663951",2020-01-06,33.5,23.0,28.0,34.3,23.0,28.9,20.4,66.5,0.0,0,0.0,,0,0,22.0,13.5,75.0,1011.6,37.0,8.9,221.8,19.2,8,,2020-01-06 06:13:21,2020-01-06 17:44:22,0.35,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
6,"10.801748, 106.663951",2020-01-07,34.5,24.0,29.4,36.2,24.0,31.0,21.0,62.8,0.0,0,0.0,,0,0,20.2,13.9,126.0,1010.6,43.6,9.3,223.3,19.2,8,,2020-01-07 06:13:42,2020-01-07 17:44:54,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
7,"10.801748, 106.663951",2020-01-08,34.5,25.0,28.8,36.9,25.0,30.6,22.4,71.3,0.1,100,4.17,rain,0,0,32.4,13.7,109.8,1010.3,42.3,9.3,212.1,18.2,8,,2020-01-08 06:14:01,2020-01-08 17:45:27,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
8,"10.801748, 106.663951",2020-01-09,35.0,23.5,28.5,36.6,23.5,29.6,20.9,66.9,0.0,0,0.0,,0,0,30.6,18.7,142.1,1009.2,32.2,9.3,232.3,20.2,8,,2020-01-09 06:14:19,2020-01-09 17:45:59,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
9,"10.801748, 106.663951",2020-01-10,34.0,23.5,28.8,35.8,23.5,29.9,20.5,63.4,0.0,0,0.0,,0,0,23.8,15.7,99.1,1008.9,35.7,9.8,225.2,19.7,8,,2020-01-10 06:14:37,2020-01-10 17:46:32,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
10,"10.801748, 106.663951",2020-01-11,32.0,24.0,27.9,34.6,24.0,29.8,22.7,74.7,0.1,100,4.17,rain,0,0,24.8,14.8,234.4,1009.3,40.2,8.2,191.1,16.5,8,,2020-01-11 06:14:54,2020-01-11 17:47:04,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
11,"10.801748, 106.663951",2020-01-12,32.0,24.5,27.4,35.0,24.5,29.0,22.8,77.1,10.0,100,4.17,rain,0,0,23.4,17.4,186.1,1009.3,51.9,8.6,169.4,14.7,7,,2020-01-12 06:15:10,2020-01-12 17:47:36,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",
12,"10.801748, 106.663951",2020-01-13,34.0,23.0,27.6,33.3,23.0,27.9,19.5,65.6,0.0,0,0.0,,0,0,26.3,16.7,82.1,1009.3,31.8,9.0,236.6,20.4,9,,2020-01-13 06:15:24,2020-01-13 17:48:07,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
13,"10.801748, 106.663951",2020-01-14,33.5,23.0,27.1,33.0,23.0,27.3,18.7,63.5,0.0,0,0.0,,0,0,24.8,21.4,123.7,1010.6,24.7,8.5,242.9,20.8,9,,2020-01-14 06:15:38,2020-01-14 17:48:39,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
14,"10.801748, 106.663951",2020-01-15,34.0,21.5,27.5,33.4,21.5,27.9,18.5,61.7,0.0,0,0.0,,0,0,23.0,19.3,106.0,1010.9,24.8,9.1,238.2,20.5,9,,2020-01-15 06:15:51,2020-01-15 17:49:10,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
15,"10.801748, 106.663951",2020-01-16,34.0,22.5,28.1,34.6,22.5,29.3,20.7,67.2,0.0,0,0.0,,0,0,24.8,14.8,110.9,1011.0,37.8,7.2,216.5,18.7,9,,2020-01-16 06:16:03,2020-01-16 17:49:41,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
16,"10.801748, 106.663951",2020-01-17,34.0,24.5,28.2,34.8,24.5,29.4,21.0,67.8,0.0,0,0.0,,0,0,23.0,18.4,115.4,1011.7,39.4,7.8,216.5,18.7,9,,2020-01-17 06:16:14,2020-01-17 17:50:11,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
17,"10.801748, 106.663951",2020-01-18,32.0,23.5,27.2,34.4,23.5,28.5,21.3,71.4,0.2,100,8.33,rain,0,0,22.3,18.4,133.9,1011.3,39.1,7.6,198.8,17.4,8,,2020-01-18 06:16:24,2020-01-18 17:50:41,0.76,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"48894099999,48900099999,VVTS",
18,"10.801748, 106.663951",2020-01-19,33.5,23.0,27.9,34.8,23.0,28.7,20.2,65.5,0.0,0,0.0,,0,0,25.2,19.5,112.7,1011.8,32.3,8.8,212.1,18.3,8,,2020-01-19 06:16:33,2020-01-19 17:51:11,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
19,"10.801748, 106.663951",2020-01-20,34.0,23.0,28.4,35.8,23.0,29.3,19.9,62.8,0.0,0,0.0,,0,0,24.1,17.5,134.7,1012.4,28.4,9.5,248.5,21.5,9,,2020-01-20 06:16:41,2020-01-20 17:51:40,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
20,"10.801748, 106.663951",2020-01-21,35.5,25.0,29.4,36.0,25.0,30.2,19.3,57.2,0.0,0,0.0,,0,0,20.5,19.4,107.6,1013.7,32.1,9.7,240.8,20.9,9,,2020-01-21 06:16:48,2020-01-21 17:52:09,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
21,"10.801748, 106.663951",2020-01-22,34.0,24.0,28.9,36.5,24.0,30.1,20.1,60.4,0.0,0,0.0,,0,0,20.9,16.7,127.8,1012.7,36.0,10.0,228.2,19.6,8,,2020-01-22 06:16:54,2020-01-22 17:52:37,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
22,"10.801748, 106.663951",2020-01-23,34.0,25.0,29.0,34.8,25.0,29.5,17.6,51.6,0.0,0,0.0,,0,0,33.5,17.5,126.4,1011.6,43.9,10.0,215.8,18.5,9,,2020-01-23 06:16:59,2020-01-23 17:53:05,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
23,"10.801748, 106.663951",2020-01-24,34.5,23.0,28.4,34.0,23.0,28.7,17.8,55.2,0.0,0,0.0,,0,0,28.8,19.3,122.8,1011.5,40.9,10.0,259.8,22.4,9,,2020-01-24 06:17:02,2020-01-24 17:53:32,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
24,"10.801748, 106.663951",2020-01-25,33.5,24.5,28.1,35.2,24.5,29.2,21.0,67.4,0.0,0,0.0,,0,0,34.2,21.5,145.6,1010.2,34.9,9.8,218.0,18.9,9,,2020-01-25 06:17:05,2020-01-25 17:53:59,0.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
25,"10.801748, 106.663951",2020-01-26,33.5,24.0,27.8,35.1,24.0,28.7,21.9,73.1,0.0,0,0.0,,0,0,27.0,17.5,148.7,1009.9,36.7,10.0,238.4,20.6,9,,2020-01-26 06:17:07,2020-01-26 17:54:26,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
26,"10.801748, 106.663951",2020-01-27,32.0,25.0,27.4,34.3,25.0,28.4,22.0,74.2,0.0,0,0.0,,0,0,33.1,22.2,145.6,1010.0,43.6,10.0,228.2,19.8,8,,2020-01-27 06:17:07,2020-01-27 17:54:51,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
27,"10.801748, 106.663951",2020-01-28,32.0,24.0,27.2,33.8,24.0,28.1,21.4,72.5,0.0,0,0.0,,0,0,29.2,18.4,146.5,1010.5,46.8,10.0,246.5,21.2,9,,2020-01-28 06:17:07,2020-01-28 17:55:16,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
28,"10.801748, 106.663951",2020-01-29,32.5,24.0,27.4,35.4,24.0,28.5,21.7,72.9,0.0,0,0.0,,0,0,24.1,20.0,145.4,1011.8,46.9,10.0,224.1,19.4,8,,2020-01-29 06:17:05,2020-01-29 17:55:41,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
29,"10.801748, 106.663951",2020-01-30,33.0,24.0,27.8,34.6,24.0,28.9,21.5,70.9,1.1,100,29.17,rain,0,0,23.0,16.6,124.0,1011.1,49.0,10.0,222.4,19.3,9,,2020-01-30 06:17:03,2020-01-30 17:56:05,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",
30,"10.801748, 106.663951",2020-01-31,31.0,23.0,27.0,33.1,23.0,27.9,20.5,69.0,0.1,100,4.17,rain,0,0,19.4,15.6,131.0,1011.9,50.4,9.4,206.0,17.9,7,,2020-01-31 06:16:59,2020-01-31 17:56:29,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
31,"10.801748, 106.663951",2020-02-01,31.5,24.0,27.2,32.3,24.0,27.5,18.2,58.8,0.0,0,0.0,,0,0,24.8,16.5,119.0,1012.4,52.8,9.7,205.9,17.8,9,,2020-02-01 06:16:55,2020-02-01 17:56:51,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
32,"10.801748, 106.663951",2020-02-02,31.5,22.0,26.5,32.1,22.0,26.9,18.7,63.9,0.0,0,0.0,,0,0,22.7,13.1,109.6,1013.7,35.6,9.0,251.0,21.6,9,,2020-02-02 06:16:49,2020-02-02 17:57:14,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
33,"10.801748, 106.663951",2020-02-03,33.0,21.5,27.1,32.1,21.5,27.2,17.9,60.8,0.0,0,0.0,,0,0,24.8,19.4,121.4,1012.8,36.5,9.2,271.5,23.4,9,,2020-02-03 06:16:42,2020-02-03 17:57:35,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
34,"10.801748, 106.663951",2020-02-04,34.5,22.0,27.6,32.9,22.0,27.8,18.2,60.0,0.0,0,0.0,,0,0,24.1,23.3,117.2,1011.6,32.0,9.7,248.3,21.4,9,,2020-02-04 06:16:35,2020-02-04 17:57:56,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
35,"10.801748, 106.663951",2020-02-05,33.5,22.0,27.6,33.3,22.0,27.7,17.6,57.2,0.0,0,0.0,,0,0,22.7,17.5,119.9,1011.3,30.6,9.8,242.5,21.0,9,,2020-02-05 06:16:26,2020-02-05 17:58:16,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
36,"10.801748, 106.663951",2020-02-06,32.0,22.1,27.1,31.6,22.1,26.9,15.1,50.0,0.0,0,0.0,,0,0,24.8,17.5,125.8,1012.4,41.8,10.0,255.8,22.1,9,,2020-02-06 06:16:16,2020-02-06 17:58:36,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
37,"10.801748, 106.663951",2020-02-07,34.5,22.5,27.7,32.5,22.5,27.6,17.0,56.4,0.0,0,0.0,,0,0,23.8,17.5,115.2,1012.5,38.7,9.4,274.4,23.7,9,,2020-02-07 06:16:05,2020-02-07 17:58:55,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
38,"10.801748, 106.663951",2020-02-08,34.5,22.0,27.9,35.1,22.0,28.8,19.3,62.9,0.0,0,0.0,,0,0,25.2,15.7,97.6,1012.4,39.6,9.8,224.9,19.3,9,,2020-02-08 06:15:54,2020-02-08 17:59:14,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
39,"10.801748, 106.663951",2020-02-09,32.0,25.0,28.5,33.5,25.0,29.1,18.1,54.1,1.1,100,25.0,rain,0,0,18.7,14.9,42.9,1012.4,52.3,9.9,108.8,9.5,6,,2020-02-09 06:15:41,2020-02-09 17:59:31,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",
40,"10.801748, 106.663951",2020-02-10,33.0,23.0,27.8,33.0,23.0,28.2,17.4,54.5,0.0,0,0.0,,0,0,24.5,13.0,13.8,1012.5,45.6,9.8,203.7,17.5,8,,2020-02-10 06:15:27,2020-02-10 17:59:49,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
41,"10.801748, 106.663951",2020-02-11,35.0,23.0,29.0,36.6,23.0,30.1,19.8,60.0,0.0,0,0.0,,0,0,37.1,24.0,114.5,1012.8,45.4,10.0,240.6,20.7,9,,2020-02-11 06:15:13,2020-02-11 18:00:05,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
42,"10.801748, 106.663951",2020-02-12,35.0,26.0,29.6,36.3,26.0,31.2,20.0,57.8,0.0,0,0.0,,0,0,37.1,23.3,123.0,1012.5,36.4,10.0,245.8,21.2,9,,2020-02-12 06:14:57,2020-02-12 18:00:21,0.6,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
43,"10.801748, 106.663951",2020-02-13,35.4,25.5,29.0,38.1,25.5,30.5,21.9,68.0,0.0,0,0.0,,0,0,33.1,22.1,141.3,1011.4,30.7,10.0,262.8,22.7,9,,2020-02-13 06:14:41,2020-02-13 18:00:36,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
44,"10.801748, 106.663951",2020-02-14,32.1,25.0,27.8,35.2,25.0,29.5,22.4,73.5,0.0,0,0.0,,0,0,31.0,16.6,155.5,1010.3,46.8,10.0,214.0,18.7,7,,2020-02-14 06:14:23,2020-02-14 18:00:51,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
45,"10.801748, 106.663951",2020-02-15,32.5,25.0,28.2,35.1,25.0,29.7,21.5,68.7,0.0,0,0.0,,0,0,44.6,21.4,159.5,1011.0,41.7,10.0,240.5,20.8,9,,2020-02-15 06:14:05,2020-02-15 18:01:05,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
46,"10.801748, 106.663951",2020-02-16,34.5,24.0,28.8,38.0,24.0,31.0,22.6,71.2,0.0,0,0.0,,0,0,21.6,17.5,152.0,1012.0,47.0,10.0,230.2,20.0,9,,2020-02-16 06:13:46,2020-02-16 18:01:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
47,"10.801748, 106.663951",2020-02-17,36.0,24.5,28.7,38.1,24.5,31.0,23.0,74.3,1.1,100,25.0,rain,0,0,26.6,18.7,106.9,1012.8,58.5,9.0,222.7,19.2,9,,2020-02-17 06:13:26,2020-02-17 18:01:31,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",
48,"10.801748, 106.663951",2020-02-18,33.0,25.0,28.3,34.0,25.0,29.1,20.5,66.0,0.9,100,4.17,rain,0,0,24.8,15.7,99.3,1013.0,54.2,9.1,239.1,20.6,9,,2020-02-18 06:13:05,2020-02-18 18:01:43,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS",
49,"10.801748, 106.663951",2020-02-19,35.0,22.0,27.9,34.0,22.0,28.1,17.6,56.3,0.0,0,0.0,,0,0,23.4,19.4,107.7,1013.1,32.6,9.3,284.1,24.6,10,,2020-02-19 06:12:44,2020-02-19 18:01:55,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
50,"10.801748, 106.663951",2020-02-20,34.0,22.5,28.2,34.3,22.5,28.6,18.9,60.6,0.0,0,0.0,,0,0,19.1,16.4,173.0,1013.0,41.5,8.2,264.8,22.8,9,,2020-02-20 06:12:22,2020-02-20 18:02:06,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
51,"10.801748, 106.663951",2020-02-21,35.0,23.5,29.1,35.2,23.5,29.3,17.4,51.5,0.0,0,0.0,,0,0,32.4,18.8,45.4,1014.1,37.4,10.0,256.5,22.2,9,,2020-02-21 06:11:58,2020-02-21 18:02:16,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
52,"10.801748, 106.663951",2020-02-22,34.5,22.0,28.2,33.8,22.0,28.2,16.3,51.2,0.1,100,4.17,rain,0,0,42.5,17.4,59.3,1014.6,26.1,10.0,264.5,23.0,9,,2020-02-22 06:11:34,2020-02-22 18:02:26,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS",
53,"10.801748, 106.663951",2020-02-23,34.5,23.0,28.1,33.7,23.0,28.2,16.1,49.9,0.0,0,0.0,,0,0,24.8,18.7,63.7,1013.8,28.5,10.0,279.0,24.2,10,,2020-02-23 06:11:10,2020-02-23 18:02:36,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
54,"10.801748, 106.663951",2020-02-24,34.5,22.0,28.1,33.4,22.0,28.0,16.2,51.1,0.0,0,0.0,,0,0,23.4,16.6,94.6,1012.1,34.9,9.4,287.7,24.9,10,,2020-02-24 06:10:45,2020-02-24 18:02:44,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
55,"10.801748, 106.663951",2020-02-25,34.0,23.0,28.4,33.7,23.0,29.0,18.4,56.9,0.0,0,0.0,,0,0,22.3,18.4,125.5,1010.8,34.3,9.5,250.0,21.7,10,,2020-02-25 06:10:18,2020-02-25 18:02:53,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
56,"10.801748, 106.663951",2020-02-26,35.1,24.0,29.1,36.6,24.0,30.2,19.6,58.4,0.0,0,0.0,,0,0,27.0,21.4,112.2,1010.9,35.5,9.1,265.9,22.9,10,,2020-02-26 06:09:52,2020-02-26 18:03:00,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
57,"10.801748, 106.663951",2020-02-27,35.0,24.0,29.1,34.9,24.0,29.6,18.1,53.7,0.0,0,0.0,,0,0,27.0,23.2,125.6,1010.2,35.3,9.6,254.6,22.0,10,,2020-02-27 06:09:24,2020-02-27 18:03:08,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
58,"10.801748, 106.663951",2020-02-28,35.0,23.5,28.5,34.6,23.5,28.8,17.4,53.1,0.0,0,0.0,,0,0,25.2,19.5,126.1,1009.8,27.2,10.0,270.4,23.5,10,,2020-02-28 06:08:56,2020-02-28 18:03:15,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
59,"10.801748, 106.663951",2020-02-29,34.5,24.5,28.9,35.5,24.5,29.8,19.2,57.4,0.0,0,0.0,,0,0,30.2,18.4,129.7,1009.3,38.4,10.0,245.2,21.1,10,,2020-02-29 06:08:28,2020-02-29 18:03:21,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
60,"10.801748, 106.663951",2020-03-01,35.0,25.5,29.5,36.5,25.5,31.0,20.4,59.7,0.0,0,0.0,,0,0,24.5,18.7,133.4,1009.8,41.5,10.0,258.8,22.4,9,,2020-03-01 06:07:59,2020-03-01 18:03:27,0.22,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
61,"10.801748, 106.663951",2020-03-02,35.1,26.0,29.5,37.0,26.0,31.3,20.6,60.5,0.0,0,0.0,,0,0,33.8,25.1,131.9,1009.7,39.2,10.0,238.6,20.6,8,,2020-03-02 06:07:29,2020-03-02 18:03:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
62,"10.801748, 106.663951",2020-03-03,35.0,25.5,29.3,35.7,25.5,30.7,19.7,58.1,0.0,0,0.0,,0,0,31.3,21.4,124.7,1009.9,39.4,9.9,262.4,22.9,10,,2020-03-03 06:06:59,2020-03-03 18:03:37,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
63,"10.801748, 106.663951",2020-03-04,34.0,26.0,28.9,36.1,26.0,30.3,20.5,61.9,0.1,100,4.17,rain,0,0,30.2,21.5,135.4,1010.0,40.3,10.0,244.5,21.2,9,,2020-03-04 06:06:28,2020-03-04 18:03:42,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
64,"10.801748, 106.663951",2020-03-05,34.0,26.0,29.1,35.4,26.0,30.3,20.4,61.5,0.0,0,0.0,,0,0,33.1,22.2,136.4,1010.7,41.2,10.0,249.4,21.8,9,,2020-03-05 06:05:57,2020-03-05 18:03:46,0.35,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
65,"10.801748, 106.663951",2020-03-06,34.1,26.0,28.7,35.2,26.0,29.7,20.4,62.9,0.0,0,0.0,,0,0,29.5,16.4,132.8,1012.0,42.9,10.0,218.3,19.0,8,,2020-03-06 06:05:25,2020-03-06 18:03:50,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
66,"10.801748, 106.663951",2020-03-07,34.1,25.5,28.6,36.5,25.5,30.2,21.9,69.2,0.4,100,8.33,rain,0,0,24.1,19.5,149.4,1011.5,30.7,9.7,238.9,20.7,9,,2020-03-07 06:04:53,2020-03-07 18:03:53,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
67,"10.801748, 106.663951",2020-03-08,34.5,26.0,29.4,38.8,26.0,32.3,23.1,71.1,0.0,0,0.0,,0,0,19.1,14.9,190.4,1009.4,38.8,10.0,203.1,17.6,8,,2020-03-08 06:04:20,2020-03-08 18:03:56,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
68,"10.801748, 106.663951",2020-03-09,34.5,27.0,29.6,40.6,30.6,34.8,24.8,77.0,0.3,100,12.5,rain,0,0,24.1,16.6,183.3,1007.9,49.4,10.0,253.6,22.0,9,,2020-03-09 06:03:47,2020-03-09 18:03:59,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",
69,"10.801748, 106.663951",2020-03-10,35.0,27.0,29.8,40.1,30.6,35.0,24.7,75.6,0.8,100,12.5,rain,0,0,23.0,17.9,165.4,1008.3,56.1,9.7,225.1,19.6,8,,2020-03-10 06:03:14,2020-03-10 18:04:02,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",
70,"10.801748, 106.663951",2020-03-11,33.0,27.0,29.3,38.1,29.2,33.1,23.2,71.0,0.9,100,25.0,rain,0,0,33.5,20.2,145.9,1010.6,48.9,9.7,215.6,18.5,7,,2020-03-11 06:02:40,2020-03-11 18:04:04,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",
71,"10.801748, 106.663951",2020-03-12,36.0,26.0,30.2,37.7,26.0,32.0,20.6,58.5,0.0,0,0.0,,0,0,29.2,19.5,139.9,1011.2,37.8,10.0,267.7,23.2,10,,2020-03-12 06:02:06,2020-03-12 18:04:06,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
72,"10.801748, 106.663951",2020-03-13,34.5,25.5,29.4,38.4,25.5,32.4,22.6,68.0,0.0,0,0.0,,0,0,31.3,20.5,155.4,1011.7,40.4,10.0,261.9,22.4,10,,2020-03-13 06:01:32,2020-03-13 18:04:08,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
73,"10.801748, 106.663951",2020-03-14,34.0,27.0,29.4,37.2,29.6,32.1,21.9,65.7,0.0,0,0.0,,0,0,34.6,20.5,139.1,1011.2,46.6,10.0,273.2,23.7,10,,2020-03-14 06:00:57,2020-03-14 18:04:09,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
